Title,Release Date,Color/B&W,Genre,Language,Country,Rating,Lead Actor,Director Name,Lead Actor FB Likes,Cast FB Likes,Director FB Likes,Movie FB Likes,IMDb Score (1-10), Total Reviews ,Duration (min),Gross Revenue,Budget
Gulliver's Travels,6/26/2010,Color,Adventure,English,USA,PG,James Corden,Rob Letterman,480,1173,11,0,4.9,184,85,42776259,112000000
Hereafter,6/24/2010,Color,Drama,English,USA,PG-13,Matt Damon,Clint Eastwood,13000,14344,16000,16000,6.5,315,129,32741596,50000000
Hesher,3/11/2010,Color,Drama,English,USA,R,Joseph Gordon-Levitt,Spencer Susser,23000,44969,58,19000,7.1,134,106,382946,7000000
Hot Tub Time Machine,4/27/2010,Color,Comedy,English,USA,R,Charlie McDermott,Steve Pink,496,1272,38,12000,6.4,265,101,50213619,36000000
How Do You Know,2/18/2010,Color,Comedy,English,USA,PG-13,Shelley Conn,James L. Brooks,273,993,274,0,5.3,168,121,30212620,120000000
How to Train Your Dragon,8/28/2010,Color,Adventure,English,USA,PG,Gerard Butler,Dean DeBlois,18000,20453,255,33000,8.2,288,98,217387997,165000000
I Spit on Your Grave,2/22/2010,Color,Horror,English,USA,R,Sarah Butler,Steven R. Monroe,635,2423,68,17000,6.3,225,105,92401,2000000
I Want Your Money,6/14/2010,Color,Documentary,English,USA,PG,Bill Farmer,Ray Griggs,93,168,4,638,5.1,4,92,425899,400000
Incendies,8/18/2010,Color,Drama,French,Canada,R,Lubna Azabal,Denis Villeneuve,131,343,777,37000,8.2,226,139,6857096,6800000
Inception,3/3/2010,Color,Action,English,USA,PG-13,Leonardo DiCaprio,Christopher Nolan,29000,81115,22000,175000,8.8,642,148,292568851,160000000
Insidious,9/1/2010,Color,Fantasy,English,USA,PG-13,Lin Shaye,James Wan,852,3030,0,60000,6.8,445,103,53991137,1500000
Iron Man 2,1/2/2010,Color,Action,English,USA,PG-13,Robert Downey Jr.,Jon Favreau,21000,48638,4000,18000,7,453,124,312057433,200000000
It's Kind of a Funny Story,7/29/2010,Color,Comedy,English,USA,PG-13,Zoë Kravitz,Anna Boden,943,2786,16,20000,7.2,163,101,6350058,8000000
Jackass 3D,11/29/2010,Color,Action,English,USA,R,Bam Margera,Jeff Tremaine,608,1787,79,0,7.1,156,101,117224271,20000000
Jonah Hex,3/23/2010,Color,Action,English,USA,PG-13,Michael Fassbender,Jimmy Hayward,13000,14619,39,0,4.7,178,81,10539414,47000000
Kick-Ass,10/12/2010,Color,Action,English,UK,R,Elizabeth McGovern,Matthew Vaughn,553,2357,905,36000,7.7,447,117,48043505,30000000
Killers,4/8/2010,Color,Action,English,USA,PG-13,Tom Selleck,Robert Luketic,19000,25206,126,0,5.4,140,100,47000485,75000000
Kites,4/16/2010,Color,Action,English,India,,Bárbara Mori,Anurag Basu,594,1836,116,0,6,41,90,1602466,600000000
Knight and Day,11/6/2010,Color,Action,English,USA,PG-13,Tom Cruise,James Mangold,10000,12731,446,11000,6.3,283,117,76418654,117000000
Leap Year,2/25/2010,Color,Comedy,English,USA,PG,Adam Scott,Anand Tucker,3000,4094,14,13000,6.4,134,100,12561,19000000
Legend of the Guardians: The Owls of Ga'Hoole,12/24/2010,Color,Action,English,USA,PG,Abbie Cornish,Zack Snyder,2000,4286,0,16000,7,188,101,55673333,80000000
Legion,9/7/2010,Color,Action,English,USA,R,Dennis Quaid,Scott Stewart,2000,3889,124,0,5.2,226,100,40168080,26000000
Let Me In,9/24/2010,Color,Drama,English,UK,R,Chloë Grace Moretz,Matt Reeves,17000,20258,198,25000,7.2,390,116,12134420,20000000
Letters to God,11/29/2010,Color,Drama,English,USA,PG,Robyn Lively,David Nixon,439,1567,13,0,6.3,19,110,2848578,3500000
Letters to Juliet,11/12/2010,Color,Comedy,English,USA,PG,Vanessa Redgrave,Gary Winick,898,1026,56,13000,6.5,159,105,53021560,30000000
Little Fockers,10/27/2010,Color,Comedy,English,USA,PG-13,Robert De Niro,Paul Weitz,22000,24082,80,0,5.5,180,98,148383780,100000000
Little White Lies,5/18/2010,Color,Comedy,French,France,Not Rated,François Cluzet,Guillaume Canet,541,890,0,0,7.1,118,134,183662,25000000
Love & Other Drugs,11/18/2010,Color,Comedy,English,USA,R,Jake Gyllenhaal,Edward Zwick,15000,31278,380,24000,6.7,219,112,32357532,30000000
Love Ranch,1/12/2010,Color,Comedy,English,USA,R,Scout Taylor-Compton,Taylor Hackford,908,3204,138,636,5.7,49,117,134904,25000000
MacGruber,4/13/2010,Color,Action,English,USA,R,Jasper Cole,Jorma Taccone,1000,2618,434,0,5.5,163,95,8460995,10000000
Machete,8/15/2010,Color,Action,English,USA,R,Robert De Niro,Ethan Maniquis,22000,26233,20,44000,6.7,391,105,26589953,10500000
Made in Dagenham,12/4/2010,Color,Biography,English,UK,R,Bob Hoskins,Nigel Cole,5000,7692,13,0,7.2,163,113,1094798,7200000
Marmaduke,6/2/2010,Color,Comedy,English,USA,PG,Emma Stone,Tom Dey,15000,20061,9,0,4.2,98,87,33643461,50000000
Megamind,11/29/2010,Color,Action,English,USA,PG,J.K. Simmons,Tom McGrath,24000,46120,96,13000,7.3,233,95,148337537,130000000
Monsters,11/8/2010,Color,Drama,English,UK,R,Scoot McNairy,Gareth Edwards,660,1118,380,19000,6.4,344,94,237301,500000
Morning Glory,11/17/2010,Color,Comedy,English,USA,PG-13,Noah Bean,Roger Michell,293,621,50,0,6.5,212,107,30993544,40000000
My Name Is Khan,4/18/2010,Color,Adventure,Hindi,India,PG-13,Shah Rukh Khan,Karan Johar,8000,8532,160,27000,8,210,128,4018695,12000000
My Soul to Take,10/25/2010,Color,Horror,English,USA,R,Frank Grillo,Wes Craven,798,2537,0,0,4.8,160,107,14637490,25000000
Nanny McPhee Returns,12/29/2010,Color,Comedy,English,UK,PG,Daniel Mays,Susanna White,287,855,24,0,6.1,97,109,28995450,35000000
Never Let Me Go,1/25/2010,Color,Drama,English,UK,R,Andrew Garfield,Mark Romanek,10000,12867,132,33000,7.2,328,103,2412045,15000000
Of Gods and Men,1/2/2010,Color,Drama,French,France,PG-13,Lambert Wilson,Xavier Beauvois,186,416,22,0,7.2,195,122,3950029,4000000
Our Family Wedding,7/30/2010,Color,Comedy,English,USA,PG-13,America Ferrera,Rick Famuyiwa,953,3299,44,1000,4.9,71,103,20246959,14000000
Paranormal Activity 2,11/25/2010,Color,Horror,English,USA,R,Sprague Grayden,Tod Williams,438,1081,21,14000,5.7,264,98,84749884,3000000
Percy Jackson & the Olympians: The Lightning Thief,12/10/2010,Color,Adventure,English,UK,PG,Logan Lerman,Chris Columbus,8000,14024,0,9000,5.9,217,118,88761720,95000000
Piranha 3D,5/13/2010,Color,Comedy,English,USA,R,Adam Scott,Alexandre Aja,3000,5737,192,13000,5.5,365,88,25003072,24000000
Predators,6/15/2010,Color,Action,English,USA,R,Topher Grace,Nimród Antal,2000,4243,190,17000,6.4,351,107,52000688,40000000
Prince of Persia: The Sands of Time,2/19/2010,Color,Action,English,USA,PG-13,Jake Gyllenhaal,Mike Newell,15000,16149,179,23000,6.6,306,116,90755643,200000000
Rabbit Hole,5/24/2010,Color,Drama,English,USA,PG-13,Dianne Wiest,John Cameron Mitchell,967,1582,263,0,7,248,91,2221809,5000000
Ramona and Beezus,4/23/2010,Color,Adventure,English,USA,G,Sierra McCormick,Elizabeth Allen Rosenbaum,512,1002,20,0,6.7,81,103,26161406,15000000
RED,7/1/2010,Color,Action,English,USA,PG-13,Bruce Willis,Robert Schwentke,13000,24928,124,32000,7.1,315,111,90356857,58000000
Remember Me,3/10/2010,Color,Drama,English,USA,PG-13,Robert Pattinson,Allen Coulter,21000,22088,47,24000,7.2,158,113,19057024,16000000
Repo Men,1/8/2010,Color,Action,English,USA,R,Alice Braga,Miguel Sapochnik,1000,2925,238,12000,6.3,197,119,13763130,32000000
Resident Evil: Afterlife,7/23/2010,Color,Action,English,Germany,R,Milla Jovovich,Paul W.S. Anderson,14000,16098,545,19000,5.9,253,97,60128566,60000000
Robin Hood,9/23/2010,Color,Action,English,USA,PG-13,Mark Addy,Ridley Scott,891,3244,0,17000,6.7,343,156,105219735,200000000
Rubber,8/12/2010,Color,Comedy,English,France,R,Haley Ramm,Quentin Dupieux,353,1498,248,46000,5.8,230,82,98017,500000
Salt,5/26/2010,Color,Action,English,USA,PG-13,Angelina Jolie Pitt,Phillip Noyce,11000,12406,176,23000,6.4,330,101,118311368,110000000
Sarah's Key,8/8/2010,Color,Drama,French,France,PG-13,Kristin Scott Thomas,Gilles Paquet-Brenner,1000,2140,15,0,7.5,136,111,7691700,10000000
Saw 3D: The Final Chapter,9/23/2010,Color,Horror,English,Canada,R,Costas Mandylor,Kevin Greutert,723,1978,52,12000,5.6,178,90,45670855,20000000
Scott Pilgrim vs. the World,7/30/2010,Color,Action,English,USA,PG-13,Anna Kendrick,Edgar Wright,10000,12687,1000,36000,7.5,393,112,31494270,60000000
Sea Rex 3D: Journey to a Prehistoric World,7/29/2010,Color,Documentary,English,UK,,Norbert Ferrer,Ronan Chapalain,55,55,0,89,6.9,7,41,4074023,5000000
Secretariat,10/8/2010,Color,Biography,English,USA,PG,Scott Glenn,Randall Wallace,826,2259,130,0,7.2,160,123,59699513,35000000
Sex and the City 2,8/11/2010,Color,Comedy,English,USA,R,Chris Noth,Michael Patrick King,962,4555,127,0,4.3,221,146,95328937,100000000
She's Out of My League,12/29/2010,Color,Comedy,English,USA,R,Mike Vogel,Jim Field Smith,2000,5707,14,0,6.4,180,104,31584722,20000000
Shrek Forever After,3/18/2010,Color,Adventure,English,USA,PG,Jon Hamm,Mike Mitchell,4000,4628,31,0,6.4,226,93,238371987,165000000
Shutter Island,10/28/2010,Color,Mystery,English,USA,R,Leonardo DiCaprio,Martin Scorsese,29000,29585,17000,53000,8.1,490,138,127968405,80000000
Skyline,8/11/2010,Color,Action,English,USA,PG-13,David Zayas,Colin Strause,929,3679,25,13000,4.4,221,97,21371425,10000000
Somewhere,6/21/2010,Color,Comedy,English,USA,R,Nathalie Fay,Sofia Coppola,227,684,0,0,6.3,301,97,1768416,7000000
Stake Land,5/5/2010,Color,Drama,English,USA,R,Connor Paolo,Jim Mickle,530,1038,53,0,6.5,215,98,18469,650000
Step Up 3D,4/1/2010,Color,Drama,English,USA,PG-13,Alyson Stoner,Jon M. Chu,2000,4059,209,16000,6.2,138,107,42385520,30000000
Stone,5/7/2010,Color,Drama,English,USA,R,Robert De Niro,John Curran,22000,37766,43,0,5.4,138,105,1796024,22000000
Super,2/24/2010,Color,Comedy,English,USA,R,Linda Cardellini,James Gunn,2000,4590,571,19000,6.8,238,96,322157,2500000
Takers,9/18/2010,Color,Action,English,USA,PG-13,Paul Walker,John Luessenhop,23000,31529,34,0,6.2,119,107,57744720,20000000
Tangled,1/14/2010,Color,Adventure,English,USA,PG,Brad Garrett,Nathan Greno,799,2036,15,29000,7.8,324,100,200807262,260000000
The 5th Quarter,11/3/2010,Color,Biography,English,USA,PG,Aidan Quinn,Rick Bieber,767,2370,11,0,5.7,16,90,399611,6000000
The American,11/29/2010,Color,Crime,English,USA,R,Violante Placido,Anton Corbijn,978,1454,210,10000,6.3,333,105,35596227,20000000
The Back-up Plan,7/26/2010,Color,Comedy,English,USA,PG-13,Danneel Ackles,Alan Poul,1000,3356,16,0,5.3,148,104,37481242,35000000
The Book of Eli,4/17/2010,Color,Action,English,USA,R,Denzel Washington,Albert Hughes,18000,44797,117,20000,6.9,325,118,94822707,80000000
The Bounty Hunter,9/11/2010,Color,Action,English,USA,PG-13,Gerard Butler,Andy Tennant,18000,21554,72,0,5.5,161,110,67061228,40000000
The Chronicles of Narnia: The Voyage of the Dawn Treader,5/7/2010,Color,Adventure,English,USA,PG,Bruce Spence,Michael Apted,531,764,150,11000,6.3,228,113,104383624,155000000
The Conspirator,1/23/2010,Color,Crime,English,USA,PG-13,Robin Wright,Robert Redford,18000,21163,0,0,7,199,122,11538204,25000000
The Crazies,3/13/2010,Color,Horror,English,USA,R,Radha Mitchell,Breck Eisner,991,2609,42,0,6.5,308,101,39103378,20000000
The Debt,12/30/2010,Color,Drama,English,USA,R,Tom Wilkinson,John Madden,1000,1136,108,0,6.9,258,113,31146570,20000000
The Expendables,11/12/2010,Color,Action,English,USA,R,Jason Statham,Sylvester Stallone,26000,46355,13000,57000,6.5,424,113,102981571,80000000
The Extra Man,7/13/2010,Color,Comedy,English,USA,R,Lynn Cohen,Shari Springer Berman,474,2029,30,916,5.9,104,108,453079,7000000
The Fighter,11/20/2010,Color,Biography,English,USA,R,Christian Bale,David O. Russell,23000,23811,737,36000,7.9,410,116,93571803,25000000
The Ghost Writer,7/25/2010,Color,Mystery,English,France,PG-13,Jim Belushi,Roman Polanski,854,2507,2000,15000,7.2,343,128,15523168,45000000
The Grace Card,11/16/2010,Color,Drama,English,USA,PG-13,Michael Joiner,David G. Evans,77000,77046,0,0,6.4,25,101,2428241,200000
The Kids Are All Right,8/4/2010,Color,Comedy,English,USA,R,Josh Hutcherson,Lisa Cholodenko,14000,18645,450,16000,7.1,323,106,20803237,3500000
The Killer Inside Me,11/15/2010,Color,Crime,English,USA,R,Liam Aiken,Michael Winterbottom,818,1813,187,0,6.1,225,109,214966,13000000
The King's Speech,2/11/2010,Color,Biography,English,UK,R,Colin Firth,Tom Hooper,14000,15732,0,64000,8,479,118,138795342,15000000
The Last Airbender,7/10/2010,Color,Action,English,USA,PG,Seychelle Gabriel,M. Night Shyamalan,1000,2857,0,18000,4.2,280,103,131564731,150000000
The Last Exorcism,11/15/2010,Color,Drama,English,France,PG-13,Caleb Landry Jones,Daniel Stamm,463,1958,13,0,5.6,311,87,40990055,1800000
The Last Godfather,9/25/2010,Color,Comedy,English,South Korea,PG-13,Jason Mewes,Hyung-rae Shim,898,2895,26,502,3.6,4,100,163591,13400000
The Last Song,10/26/2010,Color,Drama,English,USA,PG,Kelly Preston,Julie Anne Robinson,742,2341,30,10000,5.8,123,107,62933793,20000000
The Losers,5/11/2010,Color,Action,English,USA,PG-13,Chris Evans,Sylvain White,11000,12841,41,0,6.4,213,97,23527955,25000000
The Names of Love,12/20/2010,Color,Comedy,French,France,R,Sara Forestier,Michel Leclerc,74,143,3,0,7.2,87,100,513836,4600000
The Next Three Days,8/12/2010,Color,Crime,English,USA,PG-13,Olivia Wilde,Paul Haggis,10000,11799,549,27000,7.4,239,133,21129348,35000000
The Nutcracker in 3D,7/10/2010,Color,Action,English,UK,PG,Shirley Henderson,Andrey Konchalovskiy,887,2728,96,788,4.4,47,110,190562,90000000
The Other Guys,12/1/2010,Color,Action,English,USA,PG-13,Dwayne Johnson,Adam McKay,12000,20233,285,16000,6.7,265,116,119219978,100000000
The Perfect Host,4/6/2010,Color,Comedy,English,USA,R,David Hyde Pierce,Nick Tomnay,443,1452,11,0,6.8,112,93,48430,500000
The Runaways,1/24/2010,Color,Biography,English,USA,R,Kristen Stewart,Floria Sigismondi,17000,21711,50,0,6.6,259,106,3571735,10000000
The Social Network,6/21/2010,Color,Biography,English,USA,PG-13,Andrew Garfield,David Fincher,10000,10555,21000,74000,7.7,556,120,96917897,40000000
The Sorcerer's Apprentice,4/13/2010,Color,Action,English,USA,PG,Nicolas Cage,Jon Turteltaub,12000,13388,226,11000,6.1,235,109,63143812,150000000
The Spy Next Door,9/28/2010,Color,Action,English,USA,PG,Madeline Carroll,Brian Levant,1000,3436,32,0,5.4,97,94,24268828,28000000
The Switch,6/2/2010,Color,Comedy,English,USA,PG-13,Caroline Dhavernas,Josh Gordon,544,1292,8,0,6.1,181,101,27758465,19000000
The Tempest,12/13/2010,Color,Comedy,English,USA,PG-13,Djimon Hounsou,Julie Taymor,3000,3785,278,0,5.4,92,110,263365,20000000
The Tourist,12/26/2010,Color,Action,English,USA,PG-13,Johnny Depp,Florian Henckel von Donnersmarck,40000,55175,207,25000,6,321,103,67631157,100000000
The Town,8/15/2010,Color,Crime,English,USA,R,Jeremy Renner,Ben Affleck,10000,14296,0,29000,7.6,378,150,92173235,37000000
The Twilight Saga: Eclipse,11/1/2010,Color,Adventure,English,USA,PG-13,Robert Pattinson,David Slade,21000,52547,171,29000,4.9,293,124,300523113,68000000
The Virginity Hit,10/21/2010,Color,Comedy,English,USA,R,Matt Bennett,Huck Botko,189,768,10,974,4.6,46,86,535249,3400000
The Warrior's Way,9/18/2010,Color,Action,English,New Zealand,R,Tony Cox,Sngmoo Lee,624,2056,19,0,6.3,95,100,5664251,45000000
The Wolfman,11/6/2010,Color,Drama,English,USA,R,Anthony Hopkins,Joe Johnston,12000,13071,394,0,5.8,357,119,61937495,150000000
Tiny Furniture,12/7/2010,Color,Comedy,English,USA,Not Rated,Lena Dunham,Lena Dunham,969,2530,969,0,6.3,113,98,389804,65000
Toy Story 3,2/7/2010,Color,Adventure,English,USA,G,Tom Hanks,Lee Unkrich,15000,19085,125,30000,8.3,453,103,414984497,200000000
Trollhunter,4/17/2010,Color,Comedy,Norwegian,Norway,PG-13,Otto Jespersen,André Øvredal,29,44,12,38000,7,337,103,252652,19900000
TRON: Legacy,1/5/2010,Color,Action,English,USA,PG,Jeff Bridges,Joseph Kosinski,12000,25550,364,30000,6.8,469,125,172051787,170000000
True Grit,3/20/2010,Color,Adventure,English,USA,PG-13,Matt Damon,Ethan Coen,13000,25964,1000,36000,7.7,493,110,171031347,38000000
Trust,2/28/2010,Color,Crime,English,USA,R,Noah Emmerich,David Schwimmer,617,916,0,10000,7,109,106,58214,9500000
Unstoppable,2/2/2010,Color,Action,English,USA,PG-13,Denzel Washington,Tony Scott,18000,25780,12000,18000,6.8,316,98,81557479,100000000
Valentine's Day,4/22/2010,Color,Comedy,English,USA,PG-13,Bradley Cooper,Garry Marshall,14000,45696,0,9000,5.7,186,125,110476776,52000000
Vampires Suck,12/16/2010,Color,Comedy,English,USA,PG-13,Diedrich Bader,Jason Friedberg,759,2898,82,16000,3.5,122,82,36658108,20000000
Wall Street: Money Never Sleeps,3/19/2010,Color,Drama,English,USA,PG-13,Frank Langella,Oliver Stone,903,1579,0,13000,6.3,297,136,52474616,70000000
Why Did I Get Married Too?,9/18/2010,Color,Comedy,English,USA,PG-13,Michael Jai White,Tyler Perry,2000,6657,0,0,4.4,40,121,60072596,20000000
Wild Target,5/23/2010,Color,Action,English,UK,PG-13,Rupert Grint,Jonathan Lynn,10000,11770,36,0,6.9,68,98,117190,8000000
Winter's Bone,1/8/2010,Color,Drama,English,USA,R,Jennifer Lawrence,Debra Granik,34000,34446,81,20000,7.2,365,100,6531491,2000000
Yogi Bear,11/27/2010,Color,Adventure,English,USA,PG,Justin Timberlake,Eric Brevig,3000,4394,40,0,4.6,143,80,100169068,80000000
You Again,10/8/2010,Color,Comedy,English,USA,PG,Jamie Lee Curtis,Andy Fickman,2000,4813,99,0,5.8,91,105,25677801,20000000
You Will Meet a Tall Dark Stranger,6/18/2010,Color,Comedy,English,USA,R,Anthony Hopkins,Woody Allen,12000,19310,11000,0,6.3,223,98,3247816,22000000
1911,11/11/2011,Color,Action,Mandarin,China,R,Bingbing Li,Li Zhang,974,1887,0,0,6,63,121,127437,18000000
30 Minutes or Less,10/1/2011,Color,Action,English,Germany,R,Bianca Kajlich,Ruben Fleischer,731,1987,181,0,6.1,220,83,37053924,28000000
5 Days of War,11/24/2011,Color,Action,English,Georgia,R,Richard Coyle,Renny Harlin,567,708,212,0,5.6,74,113,17149,20000000
50/50,4/23/2011,Color,Comedy,English,USA,R,Joseph Gordon-Levitt,Jonathan Levine,23000,39807,129,40000,7.7,327,100,34963967,8000000
A Better Life,9/19/2011,Color,Drama,English,USA,PG-13,Demián Bichir,Chris Weitz,749,2214,129,0,7.2,94,98,1754319,10000000
A Dangerous Method,5/28/2011,Color,Biography,English,UK,R,Michael Fassbender,David Cronenberg,13000,23755,0,36000,6.5,345,99,5702083,15000000
A Separation,7/14/2011,Color,Drama,Persian,Iran,PG-13,Shahab Hosseini,Asghar Farhadi,786,2501,0,48000,8.4,354,123,7098492,500000
A Very Harold & Kumar 3D Christmas,1/14/2011,Color,Adventure,English,USA,R,Patton Oswalt,Todd Strauss-Schulson,786,2462,12,21000,6.3,161,90,35033759,19000000
Abduction,4/9/2011,Color,Action,English,USA,PG-13,Ken Arnold,John Singleton,327,561,309,13000,5,180,106,28064226,35000000
Albert Nobbs,1/15/2011,Color,Drama,English,UK,R,Mia Wasikowska,Rodrigo García,3000,4370,127,0,6.7,222,113,3014541,8000000
Alvin and the Chipmunks: Chipwrecked,8/29/2011,Color,Adventure,English,USA,G,Amy Poehler,Mike Mitchell,1000,4073,31,0,4.4,91,87,133103929,75000000
Anonymous,2/20/2011,Color,Drama,English,UK,PG-13,Vanessa Redgrave,Roland Emmerich,898,2452,776,15000,6.9,288,130,4463292,30000000
Another Earth,8/21/2011,Color,Drama,English,USA,PG-13,Robin Lord Taylor,Mike Cahill,574,1303,135,21000,7,242,92,1316074,100000
Apollo 18,8/18/2011,Color,Horror,English,USA,PG-13,Warren Christie,Gonzalo López-Gallego,520,1520,17,0,5.2,228,86,17683670,5000000
Arthur Christmas,8/6/2011,Color,Adventure,English,UK,PG,Jim Broadbent,Sarah Smith,1000,2707,6,0,7.1,190,97,46440491,100000000
Attack the Block,2/23/2011,Color,Action,English,UK,R,John Boyega,Joe Cornish,1000,2011,115,18000,6.6,399,88,1024175,13000000
Bad Teacher,11/2/2011,Color,Comedy,English,USA,R,Justin Timberlake,Jake Kasdan,3000,5547,52,16000,5.7,286,97,100292856,20000000
Battle Los Angeles,2/5/2011,Color,Action,English,USA,PG-13,Noel Fisher,Jonathan Liebesman,833,4001,473,25000,5.8,355,116,83552429,70000000
Beastly,3/6/2011,Color,Drama,English,USA,PG-13,Alex Pettyfer,Daniel Barnz,15000,17396,33,16000,5.6,148,86,27854896,17000000
Bernie,1/29/2011,Color,Comedy,English,USA,PG-13,Matthew McConaughey,Richard Linklater,11000,11328,0,15000,6.8,231,99,9203192,5000000
"Big Mommas: Like Father, Like Son",7/28/2011,Color,Action,English,USA,PG-13,Brandon T. Jackson,John Whitesell,918,3500,14,0,4.4,88,113,37911876,32000000
Bridesmaids,10/30/2011,Color,Comedy,English,USA,R,Matt Lucas,Paul Feig,722,3229,176,27000,6.8,371,131,169076745,32500000
Bucky Larson: Born to Be a Star,7/3/2011,Color,Comedy,English,USA,R,Don Johnson,Tom Brady,982,2603,105,0,3.3,49,97,2331318,10000000
Captain America: The First Avenger,10/28/2011,Color,Action,English,USA,PG-13,Chris Evans,Joe Johnston,11000,19761,394,46000,6.9,510,124,176636816,140000000
Cars 2,5/27/2011,Color,Adventure,English,USA,G,Joe Mantegna,John Lasseter,1000,4482,487,10000,6.3,304,106,191450875,200000000
Colombiana,1/11/2011,Color,Action,English,France,PG-13,Jordi Mollà,Olivier Megaton,877,3432,118,15000,6.4,201,112,36665854,40000000
Contagion,11/9/2011,Color,Drama,English,USA,PG-13,Matt Damon,Steven Soderbergh,13000,13634,0,42000,6.6,436,106,75638743,60000000
